PDCPBytesDL,PDCPBytesUL,PRBUsageDL,PRBUsageUL,cellid,MeasTimestampRF
1821000,997888,212,75,555006,2020-10-28 13:44:26.621668
2320000,1172888,230,82,555006,2020-10-28 13:44:26.631668
1473000,877352,198,61,555006,2020-10-28 13:44:26.641668
2050000,980332,220,71,555006,2020-10-28 13:44:26.651668
1540000,913776,206,66,555006,2020-10-28 13:44:26.661668
1800000,1063332,220,68,555006,2020-10-28 13:44:26.671668
1357000,850054,194,58,555006,2020-10-28 13:44:26.681668
1650000,920332,211,69,555006,2020-10-28 13:44:26.691668
1384000,788532,198,61,555006,2020-10-28 13:44:26.701668
1860000,984332,216,72,555006,2020-10-28 13:44:26.711668
2000000,990332,215,73,555006,2020-10-28 13:44:26.721668
2140000,1028054,213,66,555006,2020-10-28 13:44:26.731668
1700000,886054,209,72,555006,2020-10-28 13:44:26.741668
1584000,839532,199,58,555006,2020-10-28 13:44:26.751668
1390000,964776,203,57,555006,2020-10-28 13:44:26.761668
2230000,1056332,220,79,555006,2020-10-28 13:44:26.771668
1430000,849498,196,62,555006,2020-10-28 13:44:26.781668
1350000,754776,193,59,555006,2020-10-28 13:44:26.791668
1350000,973498,199,60,555006,2020-10-28 13:44:26.801668
2350000,1089888,225,87,555006,2020-10-28 13:44:26.811668
1520000,1031498,205,57,555006,2020-10-28 13:44:26.821668
1550000,1042054,209,67,555006,2020-10-28 13:44:26.831668
1960000,1082332,220,68,555006,2020-10-28 13:44:26.841668
2030000,1031610,220,81,555006,2020-10-28 13:44:26.851668
1770000,1078054,213,67,555006,2020-10-28 13:44:26.861668
