PDCPBytesDL,PDCPBytesUL,PRBUsageDL,PRBUsageUL,cellid,MeasTimestampRF
1880000,1073332,215,67,555011,2020-10-28 13:44:51.391070
1563000,829054,195,60,555011,2020-10-28 13:44:51.401070
2050000,1040054,213,60,555011,2020-10-28 13:44:51.411070
1606000,833888,203,64,555011,2020-10-28 13:44:51.421070
1069100,657054,186,49,555011,2020-10-28 13:44:51.431070
1890000,1078332,220,68,555011,2020-10-28 13:44:51.441070
1400000,941498,198,51,555011,2020-10-28 13:44:51.451070
1571000,981332,205,60,555011,2020-10-28 13:44:51.461070
1650000,973776,206,60,555011,2020-10-28 13:44:51.471070
1770000,1052332,220,71,555011,2020-10-28 13:44:51.481070
1040000,785220,193,50,555011,2020-10-28 13:44:51.491070
1760000,1040054,215,60,555011,2020-10-28 13:44:51.501070
1650000,868054,209,63,555011,2020-10-28 13:44:51.511070
1710000,1027054,213,64,555011,2020-10-28 13:44:51.521070
1660010,839532,199,61,555011,2020-10-28 13:44:51.531070
2150000,1127610,225,83,555011,2020-10-28 13:44:51.541070
2010000,1059054,215,57,555011,2020-10-28 13:44:51.551070
2000000,1101332,220,61,555011,2020-10-28 13:44:51.561070
1730000,968054,207,67,555011,2020-10-28 13:44:51.571070
1800000,1029054,213,61,555011,2020-10-28 13:44:51.581070
1379010,658074,185,52,555011,2020-10-28 13:44:51.591070
1340000,923776,200,60,555011,2020-10-28 13:44:51.601070
1277000,791054,185,67,555011,2020-10-28 13:44:51.611070
1621000,898054,199,53,555011,2020-10-28 13:44:51.621070
1950000,990332,213,66,555011,2020-10-28 13:44:51.631070
1690000,864332,212,78,555011,2020-10-28 13:44:51.641070
1645000,930832,201,63,555011,2020-10-28 13:44:51.651070
1280000,901498,199,54,555011,2020-10-28 13:44:51.661070
1490010,917056,193,60,555011,2020-10-28 13:44:51.671070
1730000,931054,209,69,555011,2020-10-28 13:44:51.681070
1500000,923054,202,69,555011,2020-10-28 13:44:51.691070
1840000,882054,209,68,555011,2020-10-28 13:44:51.701070
2070000,1060888,226,76,555011,2020-10-28 13:44:51.711070
1590000,912776,206,64,555011,2020-10-28 13:44:51.721070
1909000,1007610,214,79,555011,2020-10-28 13:44:51.731070
1730000,1007776,205,58,555011,2020-10-28 13:44:51.741070
1850000,1008054,213,69,555011,2020-10-28 13:44:51.751070
1270000,847498,195,53,555011,2020-10-28 13:44:51.761070
1530000,816498,201,58,555011,2020-10-28 13:44:51.771070
1959000,1006610,221,76,555011,2020-10-28 13:44:51.781070
1620000,1034776,203,68,555011,2020-10-28 13:44:51.791070
2000000,1073332,220,70,555011,2020-10-28 13:44:51.801070
1710000,922332,214,74,555011,2020-10-28 13:44:51.811070
1520000,837498,203,56,555011,2020-10-28 13:44:51.821070
1840000,993332,216,64,555011,2020-10-28 13:44:51.831070
1600010,900332,202,65,555011,2020-10-28 13:44:51.841070
1820000,1009610,216,65,555011,2020-10-28 13:44:51.851070
1910000,979054,213,61,555011,2020-10-28 13:44:51.861070
2063000,1020186,219,70,555011,2020-10-28 13:44:51.871070
1394000,717332,180,57,555011,2020-10-28 13:44:51.881070
1194000,710976,188,65,555011,2020-10-28 13:44:51.891070
1990000,1025610,223,73,555011,2020-10-28 13:44:51.901070
1730000,960054,211,70,555011,2020-10-28 13:44:51.911070
1507000,843776,200,53,555011,2020-10-28 13:44:51.921070
1207000,869776,190,62,555011,2020-10-28 13:44:51.931070
2250000,1104888,230,79,555011,2020-10-28 13:44:51.941070
1318000,739776,189,61,555011,2020-10-28 13:44:51.951070
1500000,913776,202,71,555011,2020-10-28 13:44:51.961070
1779000,1016054,211,75,555011,2020-10-28 13:44:51.971070
1680000,1028054,209,68,555011,2020-10-28 13:44:51.981070
1660000,985776,210,58,555011,2020-10-28 13:44:51.991070
1580000,955776,208,59,555011,2020-10-28 13:44:52.001070
1699000,907332,207,73,555011,2020-10-28 13:44:52.011070
1910000,1110054,215,60,555011,2020-10-28 13:44:52.021070
1615000,909054,202,58,555011,2020-10-28 13:44:52.031070
1833100,917166,205,74,555011,2020-10-28 13:44:52.041070
1920000,922776,206,64,555011,2020-10-28 13:44:52.051070
1990000,1122332,220,77,555011,2020-10-28 13:44:52.061070
1740000,975776,208,65,555011,2020-10-28 13:44:52.071070
1920000,1124332,220,67,555011,2020-10-28 13:44:52.081070
1659000,962054,204,69,555011,2020-10-28 13:44:52.091070
2038000,1043888,215,70,555011,2020-10-28 13:44:52.101070
1990000,987610,219,78,555011,2020-10-28 13:44:52.111070
1530000,962776,202,62,555011,2020-10-28 13:44:52.121070
1990000,1052054,215,73,555011,2020-10-28 13:44:52.131070
1820000,938054,211,62,555011,2020-10-28 13:44:52.141070
1615000,901332,205,54,555011,2020-10-28 13:44:52.151070
1420000,1015776,206,58,555011,2020-10-28 13:44:52.161070
1970000,1034332,216,71,555011,2020-10-28 13:44:52.171070
1291000,854776,190,63,555011,2020-10-28 13:44:52.181070
1654000,917254,197,63,555011,2020-10-28 13:44:52.191070
1490000,965776,210,55,555011,2020-10-28 13:44:52.201070
1170000,815220,196,54,555011,2020-10-28 13:44:52.211070
1429000,840054,196,59,555011,2020-10-28 13:44:52.221070
1469000,769054,200,66,555011,2020-10-28 13:44:52.231070
1350000,835220,194,58,555011,2020-10-28 13:44:52.241070
1539000,856332,205,68,555011,2020-10-28 13:44:52.251070
1900000,952332,220,65,555011,2020-10-28 13:44:52.261070
1788000,989610,207,68,555011,2020-10-28 13:44:52.271070
1850000,1024776,210,61,555011,2020-10-28 13:44:52.281070
2180000,1019888,228,80,555011,2020-10-28 13:44:52.291070
1919000,977610,214,62,555011,2020-10-28 13:44:52.301070
1380000,755220,190,51,555011,2020-10-28 13:44:52.311070
1450000,991498,205,52,555011,2020-10-28 13:44:52.321070
1789000,924166,205,64,555011,2020-10-28 13:44:52.331070
2120000,1077610,223,75,555011,2020-10-28 13:44:52.341070
1187000,715332,189,60,555011,2020-10-28 13:44:52.351070
2170000,969610,214,69,555011,2020-10-28 13:44:52.361070
1850000,1007054,213,74,555011,2020-10-28 13:44:52.371070
1644000,875054,197,60,555011,2020-10-28 13:44:52.381070
1640000,878054,208,62,555011,2020-10-28 13:44:52.391070
1400000,898498,199,48,555011,2020-10-28 13:44:52.401070
2150000,1144332,220,64,555011,2020-10-28 13:44:52.411070
1660000,1028054,209,59,555011,2020-10-28 13:44:52.421070
1390000,755498,197,62,555011,2020-10-28 13:44:52.431070
1650000,886054,211,64,555011,2020-10-28 13:44:52.441070
1509000,868776,199,65,555011,2020-10-28 13:44:52.451070
1310000,901498,201,55,555011,2020-10-28 13:44:52.461070
1740000,979054,208,72,555011,2020-10-28 13:44:52.471070
1710000,1051054,213,64,555011,2020-10-28 13:44:52.481070
1418000,948776,195,46,555011,2020-10-28 13:44:52.491070
2110000,1081332,220,66,555011,2020-10-28 13:44:52.501070
1384000,773776,190,52,555011,2020-10-28 13:44:52.511070
1560000,1051498,205,44,555011,2020-10-28 13:44:52.521070
1670010,782610,205,67,555011,2020-10-28 13:44:52.531070
2140000,1069166,224,81,555011,2020-10-28 13:44:52.541070
1773000,985110,210,64,555011,2020-10-28 13:44:52.551070
1760000,900332,210,69,555011,2020-10-28 13:44:52.561070
1120000,704776,191,61,555011,2020-10-28 13:44:52.571070
2000000,1092332,220,72,555011,2020-10-28 13:44:52.581070
2300000,1110888,230,82,555011,2020-10-28 13:44:52.591070
1980000,1104332,220,71,555011,2020-10-28 13:44:52.601070
1830000,1064332,212,69,555011,2020-10-28 13:44:52.611070
2250000,1174888,230,79,555011,2020-10-28 13:44:52.621070
1620000,972776,208,64,555011,2020-10-28 13:44:52.631070
2250000,1067610,225,68,555011,2020-10-28 13:44:52.641070
1860000,991054,211,67,555011,2020-10-28 13:44:52.651070
1547000,904054,198,66,555011,2020-10-28 13:44:52.661070
1860000,1055332,218,68,555011,2020-10-28 13:44:52.671070
2060000,1070610,225,70,555011,2020-10-28 13:44:52.681070
1940000,992332,213,76,555011,2020-10-28 13:44:52.691070
1880100,996610,209,70,555011,2020-10-28 13:44:52.701070
1970000,1086610,220,76,555011,2020-10-28 13:44:52.711070
2050000,999888,221,82,555011,2020-10-28 13:44:52.721070
2010000,1024610,223,77,555011,2020-10-28 13:44:52.731070
1158100,697976,183,43,555011,2020-10-28 13:44:52.741070
1394000,794054,192,65,555011,2020-10-28 13:44:52.751070
1717000,847332,203,63,555011,2020-10-28 13:44:52.761070
1940000,1040054,215,63,555011,2020-10-28 13:44:52.771070
1810000,877054,209,72,555011,2020-10-28 13:44:52.781070
2360000,1176166,235,86,555011,2020-10-28 13:44:52.791070
1580000,1041498,205,55,555011,2020-10-28 13:44:52.801070
1293000,883276,194,52,555011,2020-10-28 13:44:52.811070
2000000,1092332,220,73,555011,2020-10-28 13:44:52.821070
